racekey,horse_number,horse_name,order_of_finish,popularity,horse_weight,tanshou_odds,hukushou_odds,tanshou_odds_at10,hukushou_odds_at10,IDM
316240812,1110243820160710,ハナズウェポン　　　　　　　　　　　,7,7,476,22.3,4.2,8.7,3.4,41
316240813,1210394020160710,ノーブルクリスタル　　　　　　　　　,9,15,472,183.1,27.2,77.9,6.7,41
316240814,1310329420160710,ララパルーザ　　　　　　　　　　　　,10,13,526,48.9,9.3,31.4,5.3,39
316240815,1311002920160710,プールアンレーヴ　　　　　　　　　　,12,9,466,38.3,7.3,23.8,4.4,30
316240901,1110080820160710,マンディスキュア　　　　　　　　　　,14,14,472,174.7,19.1,80.1,15,41
316240902,1110655720160710,ミサキジュエル　　　　　　　　　　　,16,11,440,43.1,6.6,24,6.3,38
316240903,1310453620160710,ヒメタチバナ　　　　　　　　　　　　,2,3,462,8.9,2,6.8,2.3,49
316240904,1310605720160710,ブリガアルタ　　　　　　　　　　　　,1,4,440,8.9,2.1,13.7,3,51
316240905,1310576920160710,グリントオブライト　　　　　　　　　,8,2,422,6.7,1.6,10.9,2.7,46
316240906,1210436520160710,レッドベリンダ　　　　　　　　　　　,7,6,452,17.7,3.1,11.6,2.7,49
316240907,1110523220160710,ヴァンデミエール　　　　　　　　　　,3,8,436,26.6,3.9,17.1,3.4,52
316240908,1210489820160710,ブランダルジャン　　　　　　　　　　,12,15,466,193.9,30.8,67.2,17.4,43
316240909,1210023620160710,ウインティアラ　　　　　　　　　　　,6,7,422,23.5,3.6,12.4,3,51
316240910,1110496520160710,キャンディキー　　　　　　　　　　　,13,12,458,100.8,14.5,44.2,4.7,43
316240911,1110410820160710,キナウ　　　　　　　　　　　　　　　,15,16,486,307.5,42.5,137.9,31.9,39
316240912,1210628120160710,エヴァンジル　　　　　　　　　　　　,5,10,466,33.4,4.5,19.3,4.8,53
316240913,1210218420160710,ラムレイ　　　　　　　　　　　　　　,10,9,470,31.4,4.7,18.9,3.7,48
316240914,1110005120160710,アンジュデュバン　　　　　　　　　　,11,13,446,112.4,19.8,70.6,10.2,45
316240915,1310530520160710,アルスフェルト　　　　　　　　　　　,4,1,460,1.8,1.1,2.4,1.3,50
316240916,1210372020160710,トーホウハニー　　　　　　　　　　　,9,5,430,13.2,2.3,10.3,2.4,49
316241001,910163320160710,クラーロデルナ　　　　　　　　　　　,8,3,500,5.2,1.6,6,2,51
316241002,1110554820160710,オウケンゴールド　　　　　　　　　　,11,13,488,86.9,13.5,44.2,8.8,41
316241003,1210292120160710,メイプルレインボー　　　　　　　　　,3,5,504,9.5,2.6,11.5,3,54
316241004,1010132620160710,タッチシタイ　　　　　　　　　　　　,15,8,502,19.3,4.1,13.4,3.1,28
316241005,1110443720160710,フジマサクラウン　　　　　　　　　　,6,6,510,14.8,3.5,15.5,4.1,51
316241006,810588720160710,エアポートメサ　　　　　　　　　　　,12,15,460,126.5,25.4,78.6,9.7,37
316241007,1010388020160710,グレイスフルデイズ　　　　　　　　　,9,10,490,42.3,5.1,25.2,4.5,45
316241008,1210425720160710,エグランティーナ　　　　　　　　　　,5,7,524,18.4,3.4,11.5,3.7,51
316241009,1210162120160710,セイカアヴァンサ　　　　　　　　　　,10,11,450,45,7.8,38.8,7.7,43
316241010,1010487020160710,ダイナミックウオー　　　　　　　　　,2,4,516,8.2,2,7,2.3,56
316241011,1010176020160710,コピーライター　　　　　　　　　　　,14,14,514,106.5,20,53.5,9.2,33
316241012,1110218620160710,コスモカウピリ　　　　　　　　　　　,4,12,502,46.4,7.7,32.9,4.7,54
316241013,1210451520160710,イダクァイマ　　　　　　　　　　　　,7,1,504,3.4,1.5,5,1.9,49
316241014,1010316520160710,シュミット　　　　　　　　　　　　　,1,9,500,23,4.4,9.3,3.9,58
316241015,1310902720160710,キャプテンペリー　　　　　　　　　　,13,2,488,4.3,1.8,5.5,2.2,35
316241101,810408720160710,マイネルラクリマ　　　　　　　　　　,4,14,470,46.7,10.1,32.3,7.3,64
316241102,910384720160710,クリールカイザー　　　　　　　　　　,5,9,486,22.1,6.7,18.4,4.9,62
316241103,810138420160710,メイショウナルト　　　　　　　　　　,11,8,460,17.3,4.7,18.6,4.5,54
316241104,810479820160710,ダコール　　　　　　　　　　　　　　,2,5,476,7.1,2.1,8.9,2,69
316241105,910626520160710,マーティンボロ　　　　　　　　　　　,6,10,450,23.7,5.8,19.7,4.4,61
316241106,1010328720160710,マジェスティハーツ　　　　　　　　　,12,6,488,11.3,3.5,10.6,3.1,51
316241107,1110505720160710,ヤマニンボワラクテ　　　　　　　　　,10,4,470,6.9,2.2,6.1,2.1,54
316241108,1210406920160710,アルバートドック　　　　　　　　　　,1,3,476,5.9,2.2,6.9,3.1,69
316241109,1010300420160710,バーディーイーグル　　　　　　　　　,7,7,496,12.7,3.3,11,3.3,59
316241110,1110411720160710,ルミナスウォリアー　　　　　　　　　,8,2,478,5.9,2,6.8,2.2,59
316241111,710179820160710,メイショウカンパク　　　　　　　　　,14,16,484,93.3,17.9,56.1,11.3,47
316241112,1010288120160710,オリオンザジャパン　　　　　　　　　,3,11,470,27.5,7,21.5,6,61
316241113,1110472420160710,ウインリバティ　　　　　　　　　　　,13,12,450,32.1,7.3,24.7,6.1,48
316241114,910037420160710,ステラウインド　　　　　　　　　　　,15,13,482,34.5,8.3,28.4,6.5,45
316241115,810536220160710,ナカヤマナイト　　　　　　　　　　　,16,15,492,59.5,13,43.9,11.1,42
316241116,1010003520160710,シャイニープリンス　　　　　　　　　,9,1,492,5.8,2,6.5,2.5,59
316241201,1310455920160710,リップルトウショウ　　　　　　　　　,6,3,446,6,1.7,7.4,2,44
316241202,1210391020160710,ピュアノアール　　　　　　　　　　　,4,2,446,3.9,1.4,5.1,2.1,51
316241203,1210485920160710,レッドマジュール　　　　　　　　　　,2,1,440,3.2,1.4,3,1.6,53
316241204,1310105820160710,キタサンガンバ　　　　　　　　　　　,1,5,474,7.7,2,10.1,2.1,53
316241205,1210532720160710,スミレタンポポ　　　　　　　　　　　,9,11,388,109.8,15.7,46.8,8,44
316241206,1210369820160710,セラフィーナ　　　　　　　　　　　　,8,9,454,63.6,8.2,35.3,4.8,46
316241207,1210205920160710,スズカブレーン　　　　　　　　　　　,5,7,476,15.5,2.6,13.8,2.4,46
316241208,1210392120160710,ハヤブサライデン　　　　　　　　　　,10,8,484,23.2,4.1,13.2,3.5,43
316241209,1210357120160710,オーマイホース　　　　　　　　　　　,11,10,472,108.1,13.2,39.1,6.6,41
316241210,1210302620160710,ノミネーション　　　　　　　　　　　,3,6,468,9.5,2.3,7.3,2.2,52
316241211,1210058320160710,セルメール　　　　　　　　　　　　　,7,4,468,6.8,1.9,6.9,2.2,46
716340101,1410383320160710,メルヴィンカズマ　　　　　　　　　　,9,1,470,2.3,1.2,2.7,1.1,26
716340102,1410225120160710,ジューンリーザ　　　　　　　　　　　,12,13,442,248.6,49.3,139.2,41.8,20
716340103,1410553320160710,ゴールドケープ　　　　　　　　　　　,3,11,428,71.5,11.6,35.2,6,32
716340104,1410008320160710,リンクスゼロ　　　　　　　　　　　　,1,2,460,5.7,1.4,5.4,1.3,37
716340105,1410177520160710,ファニーフェロー　　　　　　　　　　,4,7,448,17.1,3.4,17,2.7,30
716340106,1410075020160710,マイネルブロッケン　　　　　　　　　,6,4,414,9.3,1.8,8.2,2.1,27
716340107,1410213320160710,クリスタルバブルス　　　　　　　　　,2,8,444,21.2,4,23.6,4.3,33
716340108,1410336120160710,スズカロング　　　　　　　　　　　　,5,10,480,65.3,11.3,42.4,9.2,29
716340109,1410558420160710,ブリシンガメン　　　　　　　　　　　,11,9,456,22.9,5.4,16.5,4.6,23
716340110,1410224320160710,ドリームソルジャー　　　　　　　　　,7,3,450,7.6,1.8,8.1,1.7,28
716340111,1410465320160710,サツキユニヴァース　　　　　　　　　,10,5,432,11,2,12.1,2.3,25
716340112,1410458720160710,テイエムアニマンテ　　　　　　　　　,13,12,466,115.3,17.3,63.4,11.8,11
716340113,1410583020160710,スティーマーレーン　　　　　　　　　,8,6,476,13.6,2.6,11.6,2.7,27
716340201,1310326720160710,エイシンキスミー　　　　　　　　　　,1,3,490,10.7,2,14.1,2.2,48
716340202,1310396920160710,ゴーフォワード　　　　　　　　　　　,13,6,458,26.3,2.8,38.6,3.5,33
716340203,1310177520160710,ヤマニンゲイナー　　　　　　　　　　,7,4,432,17.2,2.1,16.1,1.8,38
716340204,1310901220160710,ホーリーアーマー　　　　　　　　　　,14,13,468,192.9,20.9,145.6,13.2,32
716340205,1310538920160710,スイフトアタック　　　　　　　　　　,2,10,514,98.2,7.1,60.6,9.5,40
716340206,1310629520160710,メイショウオニマル　　　　　　　　　,5,2,498,3.1,1.1,4.7,1.1,41
716340207,1310595220160710,フランドル　　　　　　　　　　　　　,4,1,496,1.6,1.1,1.3,1.1,44
716340208,1310173620160710,ディモンド　　　　　　　　　　　　　,8,9,450,92.6,7.4,70,7.9,39
716340209,1310405020160710,ヤマカツトップガン　　　　　　　　　,15,15,478,254.8,31.8,171.7,14.3,26
716340210,1310566820160710,ラッシングベル　　　　　　　　　　　,18,11,434,150,14.9,104.3,6,-39
716340211,1310042920160710,ホットメッセージ　　　　　　　　　　,3,8,450,65.2,7,48.2,7.2,43
716340212,1310338720160710,マジックダイオウ　　　　　　　　　　,11,17,460,281.7,24,159.9,11.2,36
716340213,1310219720160710,カシノマイドリーム　　　　　　　　　,17,18,438,298.7,44,207.6,30.4,16
716340214,1310114620160710,トウカイバレーノ　　　　　　　　　　,9,5,440,20.3,1.7,25.8,2.7,39
716340215,1310307120160710,ツーエムブレイヴ　　　　　　　　　　,10,12,486,153.7,9.9,106.7,7,37
716340216,1311001820160710,キャナルハート　　　　　　　　　　　,16,14,466,200.7,27.9,103.1,13.9,22
716340217,1310035620160710,ダノンジェット　　　　　　　　　　　,12,16,462,277.6,29.2,136.1,13.5,34
716340218,1310268620160710,ピンクノオウマサン　　　　　　　　　,6,7,428,29.5,3.1,35.1,2.5,41
716340301,1310140020160710,キョウワエステル　　　　　　　　　　,1,11,468,39.4,6.7,21.2,5,42
716340302,1310332520160710,エターナル　　　　　　　　　　　　　,3,10,492,39.2,5.5,26.3,4.6,37
716340303,1310550820160710,デルマオチョウ　　　　　　　　　　　,2,7,460,14.6,3.9,12.9,4,39
716340304,1310249220160710,ウインフェルベール　　　　　　　　　,9,3,480,8.7,1.7,9.4,2.2,30
716340305,1310214820160710,メイショウサイジン　　　　　　　　　,7,8,468,33.8,4.6,18.1,4.3,30
716340306,1310349120160710,メイショウクノイチ　　　　　　　　　,5,9,438,37.4,4.9,22.8,3.6,31
716340307,1310388620160710,ヤマイチマロン　　　　　　　　　　　,16,14,530,186.3,25.7,79.4,18.7,6
716340308,1311011520160710,エイシンピカデリー　　　　　　　　　,15,4,456,9.1,2.3,11,3.4,18
716340309,1310407720160710,スーサンブルース　　　　　　　　　　,13,12,464,46.3,7.2,31.5,5.2,18
716340310,1310178720160710,ヤマニンロスター　　　　　　　　　　,8,13,480,84.5,12.3,43,6.2,31
716340311,1310140720160710,ロワール　　　　　　　　　　　　　　,6,15,412,256.2,44.9,136.6,28,33
716340312,1310345220160710,ハートハンター　　　　　　　　　　　,12,16,402,276.1,31.3,89.5,12.7,18
716340313,1310369920160710,タイキラメール　　　　　　　　　　　,4,1,472,2.2,1.1,2.8,1.3,36
716340314,1311006120160710,ジランドラ　　　　　　　　　　　　　,11,5,544,11.3,3,7.6,2.2,28
716340315,1310645520160710,ボンテアトル　　　　　　　　　　　　,10,6,482,11.8,2.3,14.8,3.3,30
716340316,1310566420160710,ヴィクトリアマンボ　　　　　　　　　,14,2,452,5,1.4,6,1.8,17
716340401,1110540120160710,フィリグラーナ　　　　　　　　　　　,5,4,456,8.5,1.8,5.1,1.7,   
716340402,1110421120160710,トーセンマイティ　　　　　　　　　　,2,3,520,8.5,2.4,9.8,3.2,   
716340403,1210558120160710,メイショウメイザン　　　　　　　　　,9,10,488,46.2,5.8,34.3,4.2,   
716340404,1310036120160710,アズマタックン　　　　　　　　　　　,11,9,478,40.8,6.4,24.2,3.2,   
716340405,810154920160710,メイショウツガル　　　　　　　　　　,1,1,478,2,1.1,2.8,1.6,   
716340406,1210311920160710,グランドデザイン　　　　　　　　　　,6,11,444,72.8,12.5,39,7.9,   
716340407,1110132720160710,ゴールドクラウス　　　　　　　　　　,10,2,452,5,1.4,6.7,2.1,   
716340408,1310422920160710,シゲルヒラスズキ　　　　　　　　　　,14,14,438,139,26.2,43.9,12.6,   
716340409,1210637720160710,ワンダープレジール　　　　　　　　　,13,12,444,81.8,11.7,41.8,6.9,   
716340410,1310436520160710,シゲルロウニンアジ　　　　　　　　　,3,13,480,87.6,11.4,46,5.7,   
716340411,1310083220160710,トキノディライト　　　　　　　　　　,12,6,492,21.4,3.2,19.9,4.2,   
716340412,1210080620160710,ステイバーニング　　　　　　　　　　,8,8,466,31.5,4.8,20.8,3.8,   
716340413,1010581220160710,ヤマニンブルジョン　　　　　　　　　,7,5,486,8.6,1.5,8.1,2.4,   
716340414,1210537920160710,レッドサヴァージ　　　　　　　　　　,4,7,472,24.8,4.9,13.6,2.6,   
716340501,1410630020160710,シゲルギンギツネ　　　　　　　　　　,7,7,456,22.6,4.5,24.6,4.4,26
716340502,1410636520160710,メタルフリー　　　　　　　　　　　　,9,12,448,150.7,21.6,77,10.7,14
716340503,1410352320160710,メイショウハバネラ　　　　　　　　　,2,1,444,4,1.4,4.6,1.8,36
716340504,1410623120160710,ジューヌエコール　　　　　　　　　　,1,2,476,4.1,1.3,3.7,1.4,41
716340505,1410415620160710,エンジェルパルフェ　　　　　　　　　,5,6,432,18.8,4,26.4,4.3,28
716340506,1410059720160710,スパイクナード　　　　　　　　　　　,3,5,426,9.2,2,6,2.2,33
716340507,1410608620160710,ピンクブリザード　　　　　　　　　　,6,3,444,5.1,1.5,7,1.6,28
716340508,1410296820160710,エドワード　　　　　　　　　　　　　,12,10,452,74.2,9.4,40.7,5.1,-9
716340509,1410069720160710,フレーバー　　　　　　　　　　　　　,8,9,456,32.1,5.3,19.5,3.5,15
716340510,1410053120160710,ドリームズライン　　　　　　　　　　,11,8,446,26.8,5.2,26.6,5.2,8
716340511,1410307420160710,パワーズオブテン　　　　　　　　　　,10,11,420,94.5,13.8,47.3,11.8,10
716340512,1410265320160710,ベルウッドカペラ　　　　　　　　　　,4,4,458,5.1,1.6,5.6,1.6,30
716340601,1310117820160710,トウカイエクレール　　　　　　　　　,2,5,472,8.1,2,11.4,3.2,48
716340602,1310422720160710,カフジマニッシュ　　　　　　　　　　,4,3,514,5.5,1.5,6.7,1.8,41
716340603,1310403020160710,ホシルミエール　　　　　　　　　　　,3,11,456,62.2,10.1,43.7,9.2,42
716340604,1310593120160710,デューズワイルズ　　　　　　　　　　,5,2,470,4.1,1.3,5.7,2.1,34
716340605,1310228020160710,イチザビーナス　　　　　　　　　　　,13,15,460,294,44.1,133.7,34.7,-5
716340606,1310534820160710,カントリーロード　　　　　　　　　　,10,7,442,18.3,4,11.4,3,21
716340607,1310338420160710,レッドカムラッド　　　　　　　　　　,16,12,486,98.4,19.4,41.3,9.1,-30
716340608,1310478120160710,アナザープラネット　　　　　　　　　,1,1,478,3.3,1.4,5.2,1.9,50
716340609,1310326320160710,エイシンキララ　　　　　　　　　　　,15,9,442,22.9,17.8,35.8,13.1,-10
716340610,1310634520160710,ユウキビバワンダー　　　　　　　　　,12,16,514,329.6,60.3,124.6,19.6,2
716340611,1310532020160710,イフリート　　　　　　　　　　　　　,8,4,500,7.5,1.9,4.4,1.8,24
