racekey,horse_number,horse_name,order_of_finish,popularity,horse_weight,tanshou_odds,hukushou_odds,tanshou_odds_at10,hukushou_odds_at10,IDM
615510304,1310285220151205,レクエルド　　　　　　　　　　　　　,8,11,450,155,13.6,68.2,7.4,30
615510305,1310400120151205,ラチェット　　　　　　　　　　　　　,2,9,458,80.6,6.6,51.7,5.4,35
615510306,1310489520151205,シゲルマトウダイ　　　　　　　　　　,17,13,420,322.8,39.2,103.2,12.4,20
615510307,1310588420151205,ドーノデルソーレ　　　　　　　　　　,4,7,460,25.5,2.6,20.1,2.9,31
615510308,1310135320151205,テイエムユメハナビ　　　　　　　　　,12,14,502,330.9,38.9,124.3,11.4,28
615510309,1310523720151205,ノンシュガー　　　　　　　　　　　　,7,3,514,11.6,1.6,12,2.2,33
615510310,1310439520151205,マイネルブルローネ　　　　　　　　　,10,16,434,520.3,50.3,164.1,15.9,30
615510311,1310186020151205,ブルームグラス　　　　　　　　　　　,14,10,496,130.3,11.1,102.2,10.4,29
615510312,1310511320151205,ヒロインボーイ　　　　　　　　　　　,9,8,462,47.5,4.2,54.8,3.7,30
615510313,1310513920151205,ウインアンビション　　　　　　　　　,13,12,494,281.2,42.4,161.8,17,21
615510314,1310300520151205,ショウナンラピュタ　　　　　　　　　,6,5,458,19.4,2.4,18.1,2.2,33
615510315,1310598820151205,プライムセラー　　　　　　　　　　　,0,0,0,      ,      ,      ,      ,   
615510316,1310433820151205,ラヴィアナ　　　　　　　　　　　　　,16,17,382,616.3,75.5,327.2,42.9,18
615510317,1310048120151205,レイシ　　　　　　　　　　　　　　　,15,15,456,387.5,51.1,207.4,17.2,24
615510318,1310530920151205,ウムブルフ　　　　　　　　　　　　　,1,1,474,1.3,1.1,1.4,1,41
615510401,1310574220151205,ロイヤルジレンマ　　　　　　　　　　,12,2,476,4.4,1.7,3.7,1.9,17
615510402,1310337320151205,ネクスト　　　　　　　　　　　　　　,11,9,468,24,3.5,25.4,3.8,19
615510403,1310020320151205,ノーブルブラック　　　　　　　　　　,8,4,432,6.6,1.8,8.5,2.3,23
615510404,1310281320151205,サノルア　　　　　　　　　　　　　　,10,15,442,194.5,29.8,49.7,11.5,16
615510405,1310488420151205,マイネルビクトリー　　　　　　　　　,1,5,468,17,3.8,18.3,2.6,31
615510406,1310359520151205,バンタム　　　　　　　　　　　　　　,6,10,470,25,4.3,26.9,5,22
615510407,1310333520151205,ウインミリアルド　　　　　　　　　　,14,16,474,264.7,35.9,65.9,11.5,9
615510408,1310175620151205,ポッドブロンコ　　　　　　　　　　　,5,1,490,2.9,1.2,3.2,1.3,27
615510409,1310118120151205,ミステリオ　　　　　　　　　　　　　,4,6,454,18.3,3,16.7,3.8,28
615510410,1310627420151205,ウインピアチェーレ　　　　　　　　　,9,8,470,22.3,4.3,19.3,3.2,20
615510411,1310102220151205,コパノミリアン　　　　　　　　　　　,2,3,460,5.5,1.8,7.3,2.1,29
615510412,1310074220151205,ニシノライト　　　　　　　　　　　　,7,11,452,38.4,7.7,41.3,6.6,21
615510413,1310148520151205,アポロゴールド　　　　　　　　　　　,13,13,492,133.2,18,72.2,10.2,16
615510414,1310075320151205,タイセイブラスト　　　　　　　　　　,3,7,496,20.8,4.6,15.3,7,28
615510415,1310118220151205,ダイメイキング　　　　　　　　　　　,15,12,478,48.5,9.5,31.5,5.1,4
615510416,1310341920151205,マカエラ　　　　　　　　　　　　　　,16,14,488,162,19.8,81.6,9.4,3
615510501,1310501620151205,ゲンエイ　　　　　　　　　　　　　　,6,14,394,127.2,36.4,52.9,9.5,23
615510502,1310502920151205,メイフェアー　　　　　　　　　　　　,10,9,414,24.8,5.4,14.9,3.8,22
615510503,1310294620151205,オレノカッチー　　　　　　　　　　　,7,3,516,7,2.3,4.6,1.6,23
615510504,1310900920151205,キョウビジン　　　　　　　　　　　　,8,12,466,52.3,11.1,32.2,5.7,23
615510505,1310394120151205,グリニッチヴィレジ　　　　　　　　　,3,2,420,5.3,1.5,7.5,2.5,31
615510506,1310470020151205,モリガンドール　　　　　　　　　　　,5,7,412,17.5,3.7,34,5.5,25
615510507,1310003420151205,ワンダフルボーラー　　　　　　　　　,2,4,494,7.3,2.2,9,2.7,32
615510508,1310402420151205,アカプルコノユウヒ　　　　　　　　　,14,10,424,29.5,5.5,21.1,4.8,7
615510509,1310364320151205,ディアメラク　　　　　　　　　　　　,13,15,430,127.4,23,64.6,11.3,16
615510510,1310400020151205,ネクストステージ　　　　　　　　　　,15,11,434,37.8,8.9,26,5.5,5
615510511,1310105820151205,キタサンガンバ　　　　　　　　　　　,1,1,472,3.7,1.3,4.4,1.5,34
615510512,1310541820151205,ストロングハピネス　　　　　　　　　,12,6,434,7.4,2,7.6,2.5,18
615510513,1310282820151205,ヴァルール　　　　　　　　　　　　　,11,5,442,7.3,2,9.5,2.4,17
615510514,1310313720151205,プエルトプリンセサ　　　　　　　　　,4,8,418,20.8,4.8,15.9,4,28
615510515,1310165220151205,カタスミ　　　　　　　　　　　　　　,9,13,426,112.4,18.7,39.4,5.2,23
615510601,1310625020151205,メグリアイ　　　　　　　　　　　　　,15,10,410,76.5,14,11.2,6.5,-6
615510602,1310363320151205,ロバーストサンダー　　　　　　　　　,12,13,434,109.1,27.3,67.7,9.9,12
615510603,1310009320151205,スイートレッドアイ　　　　　　　　　,14,14,462,134.5,14.2,114.2,12.3,5
615510604,1310583820151205,チュラカーギー　　　　　　　　　　　,2,6,468,14.2,2.8,9.3,3,29
615510605,1310628720151205,グローリア　　　　　　　　　　　　　,13,8,450,27.2,4.3,19.4,3.5,11
615510606,1310613420151205,スパイラルアップ　　　　　　　　　　,4,1,462,2.3,1.2,3.6,1.2,28
615510607,1310191420151205,マインズアイ　　　　　　　　　　　　,11,12,430,83.6,8.7,37.1,4.8,12
615510608,1310536420151205,アルティマチャーム　　　　　　　　　,9,3,502,6.8,1.8,7.4,2.5,19
615510609,1310286320151205,ジツリキヤシャ　　　　　　　　　　　,7,5,434,12,2.4,12.2,2.7,22
615510610,1310135420151205,ロゼスマイル　　　　　　　　　　　　,10,15,444,257.2,38.5,92.6,14.5,17
615510611,1310304820151205,ネイチャーセンス　　　　　　　　　　,5,7,444,21.3,3.3,19.4,3.8,26
615510612,1310630420151205,ピポパポ　　　　　　　　　　　　　　,8,9,428,35.2,5.9,26.5,3.9,17
615510613,1310240820151205,シゲルサバ　　　　　　　　　　　　　,0,16,414,275,29.1,66.3,10.6,   
615510614,1310615120151205,カリアティード　　　　　　　　　　　,3,4,440,7.3,1.8,7,2.2,27
615510615,1310346020151205,トウカイフィーバー　　　　　　　　　,1,11,426,77.3,9.8,41.2,6.2,34
615510616,1310239820151205,グローリアスクロワ　　　　　　　　　,6,2,448,4.7,1.4,5.3,1.8,25
615510701,1210432920151205,アバオアクー　　　　　　　　　　　　,2,6,502,25.3,3.5,13.3,4.2,52
615510702,1211004020151205,アメリカンゴールド　　　　　　　　　,12,12,538,53.4,7.6,23.4,4.6,38
615510703,1210429320151205,メイショウキシドウ　　　　　　　　　,15,10,488,44.7,9.4,34.6,5.1,33
615510704,1210429020151205,ケンベストカフェ　　　　　　　　　　,7,4,476,10.9,2,17,3.1,47
615510705,1210435520151205,ブラインドタッチ　　　　　　　　　　,5,3,474,7.6,1.7,10.1,2.8,48
615510706,1110639320151205,マイネルボルソー　　　　　　　　　　,4,5,484,18,2.3,17.9,2.8,49
615510707,1010335920151205,クラウンビュレット　　　　　　　　　,16,15,476,130.7,18.9,40.3,8.6,28
615510708,1210005620151205,ブラックブリーズ　　　　　　　　　　,8,14,476,125.3,22.2,68.2,10.5,47
615510709,1110482520151205,ペイシャゴンジセ　　　　　　　　　　,14,16,482,147.6,19.5,63.9,8.1,32
615510710,1210220720151205,マイネルヴェッケン　　　　　　　　　,3,13,494,94.9,13.8,40.4,7.9,50
615510711,1210344320151205,ジェイケイライアン　　　　　　　　　,9,11,480,46.1,6.8,31,5.1,48
615510712,1111010220151205,コスモナチュラル　　　　　　　　　　,13,9,502,40.8,5.9,23.9,3.3,37
615510713,1210370320151205,カズノテナンゴ　　　　　　　　　　　,11,8,478,32.6,4.5,34.2,4.7,39
615510714,1210125220151205,レアルイモン　　　　　　　　　　　　,6,7,500,26.1,3.8,12.3,2.5,49
615510715,1210447120151205,エッケザックス　　　　　　　　　　　,10,1,454,1.9,1.1,2,1.1,43
615510716,1111008520151205,ドラゴンキングダム　　　　　　　　　,1,2,532,4.5,1.4,6.9,1.7,57
615510801,910494620151205,タガノグーフォ　　　　　　　　　　　,6,5,480,12.7,2.6,11.9,2.4,   
615510802,910298120151205,アポロマーベリック　　　　　　　　　,3,3,532,10.2,2,11.8,3,   
615510803,1110661420151205,ウインヤード　　　　　　　　　　　　,14,15,464,143.3,11.9,68.6,5.7,   
615510804,910033520151205,テイエムオペラドン　　　　　　　　　,8,6,476,15.2,2.4,16.9,4.2,   
615510805,1010301220151205,ティリアンパープル　　　　　　　　　,12,9,482,36.2,4.9,21.8,2.8,   
615510806,910618420151205,サナシオン　　　　　　　　　　　　　,1,1,476,1.8,1.1,2,1.3,   
615510807,810646820151205,シゲルキョクチョウ　　　　　　　　　,15,13,494,114.8,14.1,55.3,7.2,   
615510808,1110112520151205,オジュウチョウサン　　　　　　　　　,4,4,502,12.7,2.4,9.4,2.4,   
615510809,810441320151205,アイティテイオー　　　　　　　　　　,13,11,472,62.8,9.5,59.4,6.3,   
615510810,511001120151205,エーシンジーライン　　　　　　　　　,5,12,496,76,7.7,40.1,6.6,   
615510811,810431620151205,オールアズワン　　　　　　　　　　　,9,10,500,42.6,4.3,27.6,3.2,   
615510812,1010260320151205,ウォンテッド　　　　　　　　　　　　,7,2,488,4.5,1.3,7,1.7,   
615510813,910333820151205,ヘリオスフィア　　　　　　　　　　　,11,14,478,119.7,19.3,138.3,20.4,   
615510814,911005220151205,アシュヴィン　　　　　　　　　　　　,2,7,470,25.7,3.6,17.3,4.8,   
615510815,1110624220151205,ラステラ　　　　　　　　　　　　　　,10,8,482,29.2,3.9,12.5,4,   
615510901,1310560620151205,ファスナハト　　　　　　　　　　　　,12,2,532,4.3,1.5,5.2,1.8,39
615510902,1310578520151205,メートルダール　　　　　　　　　　　,1,3,472,5.8,1.8,7.3,2.4,48
615510903,1310169920151205,スズハヤトウー　　　　　　　　　　　,15,13,472,72.3,11.9,54.5,7.2,39
615510904,1310232320151205,ゲッカコウ　　　　　　　　　　　　　,5,15,448,129.5,15.2,63.6,6.1,43
615510905,1310615720151205,レッドリュンヌ　　　　　　　　　　　,11,11,416,49.1,8.1,31.8,5.9,40
615510906,1310567920151205,マツリダバッハ　　　　　　　　　　　,4,5,484,12.6,2.9,8.5,2.3,42
615510907,1310191920151205,コスモプロテア　　　　　　　　　　　,8,6,452,13.8,2.6,12,2.6,44
615510908,1310526120151205,レヴィンインパクト　　　　　　　　　,7,1,456,3,1.3,3.1,1.7,42
615510909,1310146120151205,コスモヴェッキオ　　　　　　　　　　,16,16,470,313.9,40.1,161,18.2,38
615510910,1310571520151205,ダイワドレッサー　　　　　　　　　　,9,12,452,68,9.3,30,8.2,43
615510911,1310186620151205,クラウンスカイ　　　　　　　　　　　,10,14,442,104.2,16.3,66.6,10,39
615510912,1311000820151205,リッチーリッチー　　　　　　　　　　,3,8,512,20.7,4.5,21.9,5.7,45
615510913,1310224520151205,ウインシンフォニア　　　　　　　　　,6,9,466,33.1,6.2,24.9,4.9,42
615510914,1310219420151205,ドンチャブ　　　　　　　　　　　　　,14,7,462,18.3,4.5,23.4,4.4,39
615510915,1310082020151205,ヒプノティスト　　　　　　　　　　　,2,4,474,6.7,1.7,8.4,2.4,45
615510916,1310551920151205,スクエアフォールド　　　　　　　　　,12,10,472,40.5,7.8,23.7,4.7,40
615511001,1210096120151205,サンクタリリアス　　　　　　　　　　,11,16,472,111.8,17.6,64.1,12.5,46
615511002,1110377820151205,スペルオンミー　　　　　　　　　　　,16,12,554,37.1,7.7,9.4,3.4,39
615511003,1110558620151205,ナリタモード　　　　　　　　　　　　,9,10,438,28.4,5,25.8,6.5,50
615511004,1210462620151205,モルジアナ　　　　　　　　　　　　　,1,1,472,2.5,1.2,4,1.7,60
615511005,1210563820151205,メランコリア　　　　　　　　　　　　,4,15,466,45.4,7.2,36.6,5.5,54
615511006,1110913520151205,キープレイヤー　　　　　　　　　　　,5,5,510,17,4,10.9,2.7,53
615511007,1210641920151205,ワタシダイナマイト　　　　　　　　　,15,13,456,37.6,8.5,30.2,6.6,41
615511008,1010542320151205,ファインスカイ　　　　　　　　　　　,7,7,476,20.7,3.2,15.2,2.8,51
615511009,1210133920151205,マートンパーク　　　　　　　　　　　,9,9,498,26.5,4.9,35.2,7.7,49
615511010,1210151320151205,スモーダリング　　　　　　　　　　　,13,2,496,5,1.7,5.2,2.5,45
615511011,1210051120151205,タガノヴェルリー　　　　　　　　　　,2,14,434,38.6,7.5,19.6,5.5,56
615511012,1010176120151205,オーネットサクセス　　　　　　　　　,12,6,454,18.1,4,11.9,3.9,46
615511013,1110650820151205,チュウワベイビー　　　　　　　　　　,14,3,462,8.3,2.1,8.9,3.1,45
615511014,1110079920151205,ロトラトゥール　　　　　　　　　　　,6,4,500,8.3,1.8,12.7,2.8,53
615511015,1210390820151205,ルージュロワイヤル　　　　　　　　　,8,8,496,22.8,6,18.8,4.2,51
615511016,1110463920151205,トキノセレブ　　　　　　　　　　　　,3,11,484,30.1,6.3,28,5,55
615511101,1110006620151205,トゥインクル　　　　　　　　　　　　,3,4,472,7.8,2.1,8.7,2.3,66
615511102,1110401920151205,アルバート　　　　　　　　　　　　　,1,1,466,3.2,1.4,2.9,1.9,72
615511103,810473920151205,マイネルメダリスト　　　　　　　　　,4,13,494,113.6,16.4,84,11.5,65
615511104,1010622620151205,ゴッドフロアー　　　　　　　　　　　,9,14,502,118,15.7,82.8,14.2,60
615511105,810263820151205,ネオブラックダイヤ　　　　　　　　　,5,6,528,12.4,3,12.5,3.1,63
615511106,910029520151205,ユキノサムライ　　　　　　　　　　　,15,11,466,92.1,14.8,71.5,7.7,53
615511107,910438020151205,カムフィー　　　　　　　　　　　　　,2,7,460,15.3,3,16.9,2.1,66
615511108,910077720151205,メイショウカドマツ　　　　　　　　　,6,2,538,4.2,1.4,4.7,1.9,63
615511109,1010009720151205,ケイアイチョウサン　　　　　　　　　,12,15,464,125,17.8,73.3,11.4,56
615511110,610675420151205,サイモントルナーレ　　　　　　　　　,14,16,462,303.8,69.4,270.6,44.6,53
615511111,810446720151205,ファタモルガーナ　　　　　　　　　　,7,3,492,4.9,1.4,5.4,1.6,62
615511112,1010224320151205,トルークマクト　　　　　　　　　　　,13,9,458,38.4,6.5,30.8,7,56
615511113,810282820151205,ヴァーゲンザイル　　　　　　　　　　,11,10,452,56.6,7.8,32.7,4.4,57
615511114,1110589820151205,スズカデヴィアス　　　　　　　　　　,8,5,500,9.7,2.7,10.7,3,59
615511115,1010226320151205,カノン　　　　　　　　　　　　　　　,16,8,486,32.4,5.9,30.7,5.2,48
615511116,1010514320151205,プランスペスカ　　　　　　　　　　　,10,12,460,100,13.6,69.3,11.9,57
615511201,1210224420151205,ニーマルキング　　　　　　　　　　　,9,9,466,42.9,8.9,47.8,6.4,45
615511202,910519420151205,コスモミレネール　　　　　　　　　　,11,11,462,81.9,9.8,41.2,5,47
615511203,1010122720151205,エスユーハリケーン　　　　　　　　　,6,8,482,38.6,4.6,26.4,4,55
615511204,1211007720151205,キャンベルジュニア　　　　　　　　　,1,1,522,3,1.4,3,1.9,59
615511205,1210093920151205,マルターズアポジー　　　　　　　　　,4,2,524,4.2,1.4,4.7,2.1,54
